geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
1126,-23.527067,-46.639153,sao paulo,SP
1127,-23.525481,-46.641595,sao paulo,SP
1128,-23.523787,-46.64221,sao paulo,SP
1129,-23.524051,-46.645073,sao paulo,SP
1130,-23.524831,-46.64493,sao paulo,SP
1131,-23.52238,-46.643108,sao paulo,SP
1132,-23.52154,-46.648739,sao paulo,SP
1133,-23.520424,-46.653322,sao paulo,SP
1134,-23.5189,-46.65269,sao paulo,SP
1135,-23.52619,-46.65097,sao paulo,SP
1136,-23.523987,-46.661351,sao paulo,SP
1137,-23.522851,-46.652809,sao paulo,SP
1138,-23.522456,-46.655254,sao paulo,SP
1139,-23.520725,-46.665939,sao paulo,SP
1140,-23.520438,-46.669237,sao paulo,SP
1141,-23.52031,-46.666439,sao paulo,SP
1142,-23.519934,-46.62513,sao paulo,SP
1144,-23.523573,-46.672425,sao paulo,SP
1150,-23.532953,-46.658246,sao paulo,SP
1151,-23.531642,-46.656289,sao paulo,SP
1152,-23.529885,-46.655276,sao paulo,SP
1153,-23.529931,-46.653549,sao paulo,SP
1154,-23.530536,-46.659296,sao paulo,SP
1155,-23.529073,-46.66332,sao paulo,SP
1156,-23.528921,-46.666437,sao paulo,SP
1189,-23.532108,-46.638395,sao paulo,SP
1200,-23.531568,-46.649869,sao paulo,SP
1201,-23.536083,-46.649539,sao paulo,SP
1202,-23.533743,-46.64828,sao paulo,SP
1203,-23.535965,-46.6453,sao paulo,SP
1204,-23.535993,-46.64409,sao paulo,SP
1205,-23.536491,-46.642642,sao paulo,SP
1206,-23.535864,-46.642819,sao paulo,SP
1207,-23.539176,-46.638654,sao paulo,SP
1208,-23.53866,-46.638982,sao paulo,SP
1209,-23.540695,-46.641583,sao paulo,SP
1210,-23.540039,-46.642091,sao paulo,SP
1211,-23.537577,-46.648838,sao paulo,SP
1212,-23.538269,-46.639423,sao paulo,SP
1213,-23.536501,-46.640361,sao paulo,SP
1214,-23.538842,-46.64523,sao paulo,SP
1215,-23.536167,-46.647542,sao paulo,SP
1216,-23.533128,-46.647834,sao paulo,SP
1217,-23.532658,-46.648884,sao paulo,SP
1218,-23.53125,-46.648325,sao paulo,SP
1219,-23.541289,-46.645699,sao paulo,SP
1220,-23.544514,-46.64604,sao paulo,SP
1221,-23.544868,-46.648282,sao paulo,SP
1222,-23.545945,-46.649369,sao paulo,SP
1223,-23.544088,-46.648582,sao paulo,SP
1224,-23.541779,-46.652422,sao paulo,SP
1225,-23.539786,-46.649139,sao paulo,SP
1226,-23.53801,-46.652719,sao paulo,SP
1227,-23.546202,-46.658385,sao paulo,SP
1228,-23.545189,-46.657611,sao paulo,SP
1229,-23.538902,-46.657291,sao paulo,SP
1230,-23.53631,-46.657112,sao paulo,SP
1231,-23.53695,-46.659256,sao paulo,SP
1232,-23.536428,-46.657426,sao paulo,SP
1233,-23.536247,-46.661665,sao paulo,SP
1234,-23.53969,-46.664244,sao paulo,SP
1235,-23.536714,-46.664666,sao paulo,SP
1236,-23.54355,-46.667419,sao paulo,SP
1237,-23.543234,-46.668724,sao paulo,SP
1238,-23.542571,-46.654243,sao paulo,SP
1239,-23.543095,-46.631059,sao paulo,SP
1240,-23.543792,-46.658544,sao paulo,SP
1241,-23.545525,-46.65784,sao paulo,SP
1242,-23.546507,-46.658502,sao paulo,SP
1243,-23.54812,-46.659192,sao paulo,SP
1244,-23.562049,-46.65959,sao paulo,SP
1245,-23.549476,-46.663821,sao paulo,SP
1246,-23.553481,-46.666318,sao paulo,SP
1247,-23.550638,-46.668656,sao paulo,SP
1248,-23.547913,-46.668026,sao paulo,SP
1249,-23.54842,-46.67122,sao paulo,SP
1250,-23.54764,-46.671973,sao paulo,SP
1251,-23.548375,-46.674846,sao paulo,SP
1252,-23.541754,-46.678934,sao paulo,SP
1253,-23.544929,-46.679165,sao paulo,SP
1254,-23.543337,-46.680852,sao paulo,SP
1255,-23.54637,-46.681542,sao paulo,SP
1256,-23.547773,-46.682838,sao paulo,SP
1257,-23.54361,-46.687839,sao paulo,SP
1258,-23.544037,-46.686851,sao paulo,SP
1259,-23.541419,-46.685304,sao paulo,SP
1262,-23.550856,-46.677352,sao paulo,SP
1290,-23.540961,-46.657749,sao paulo,SP
1301,-23.549329,-46.65089,sao paulo,SP
1302,-23.549003,-46.649552,sao paulo,SP
1303,-23.549506,-46.648433,sao paulo,SP
1304,-23.554056,-46.655202,sao paulo,SP
1305,-23.552623,-46.652538,sao paulo,SP
1306,-23.553785,-46.649605,sao paulo,SP
1307,-23.552778,-46.653208,sao paulo,SP
1308,-23.555981,-46.653311,sao paulo,SP
1309,-23.555493,-46.658452,sao paulo,SP
1310,-23.561653,-46.656021,sao paulo,SP
1311,-23.564505,-46.652793,sao paulo,SP
1312,-23.554794,-46.649615,sao paulo,SP
1313,-23.556112,-46.650574,sao paulo,SP
1314,-23.552641,-46.645204,sao paulo,SP
1315,-23.55409,-46.640389,sao paulo,SP
1316,-23.552955,-46.639433,sao paulo,SP
1317,-23.556238,-46.64006,sao paulo,SP
1318,-23.559448,-46.642413,sao paulo,SP
1319,-23.551882,-46.640728,sao paulo,SP
1320,-23.557955,-46.639347,sao paulo,SP
1321,-23.562129,-46.641919,sao paulo,SP
1322,-23.563172,-46.643456,sao paulo,SP
1323,-23.565735,-46.641478,sao paulo,SP
1324,-23.555215,-46.643151,sao paulo,SP
1325,-23.55739,-46.644458,sao paulo,SP
1326,-23.556539,-46.64544,sao paulo,SP
1327,-23.565113,-46.644945,sao paulo,SP
1328,-23.555993,-46.646795,sao paulo,SP
1329,-23.561978,-46.647281,sao paulo,SP
1330,-23.559038,-46.649459,sao paulo,SP
1331,-23.562664,-46.649997,sao paulo,SP
1332,-23.559569,-46.652452,sao paulo,SP
1333,-23.566435,-46.647564,sao paulo,SP
1401,-23.575807,-46.658655,sao paulo,SP
1402,-23.574837,-46.657392,sao paulo,SP
1403,-23.568755,-46.653409,sao paulo,SP
1404,-23.568545,-46.65578,sao paulo,SP
1405,-23.564763,-46.655138,sao paulo,SP
1406,-23.574814,-46.670299,sao paulo,SP
1407,-23.576112,-46.671392,sao paulo,SP
1408,-23.567112,-46.660813,sao paulo,SP
1409,-23.561461,-46.658262,sao paulo,SP
1410,-23.562831,-46.660925,sao paulo,SP
1411,-23.564248,-46.66406,sao paulo,SP
1412,-23.563652,-46.666024,sao paulo,SP
1413,-23.561815,-46.664034,sao paulo,SP
1414,-23.559623,-46.663496,sao paulo,SP
1415,-23.556092,-46.660462,sao paulo,SP
1416,-23.560693,-46.667689,sao paulo,SP
1417,-23.552779,-46.633932,sao paulo,SP
1418,-23.564116,-46.655272,sao paulo,SP
1419,-23.563542,-46.65595,sao paulo,SP
1420,-23.563435,-46.657916,sao paulo,SP
1421,-23.563299,-46.660154,sao paulo,SP
1422,-23.563962,-46.661132,sao paulo,SP
1423,-23.569145,-46.657348,sao paulo,SP
1424,-23.568041,-46.661399,sao paulo,SP
1425,-23.572899,-46.659247,sao paulo,SP
1426,-23.56586,-46.666032,sao paulo,SP
1427,-23.571045,-46.664069,sao paulo,SP
1428,-23.573939,-46.662326,sao paulo,SP
1429,-23.576384,-46.6629,sao paulo,SP
1430,-23.65614,-46.662502,sao paulo,SP
1431,-23.620389,-46.664768,sao paulo,SP
1432,-23.576486,-46.665786,sao paulo,SP
1433,-23.578407,-46.668373,sao paulo,SP
1434,-23.574647,-46.672377,sao paulo,SP
1435,-23.579322,-46.670179,sao paulo,SP
1436,-23.572455,-46.667989,sao paulo,SP
1437,-23.572141,-46.671503,sao paulo,SP
1438,-23.569804,-46.672265,sao paulo,SP
1439,-23.566289,-46.673571,sao paulo,SP
1440,-23.568289,-46.67817,sao paulo,SP
1441,-23.570604,-46.683732,sao paulo,SP
1442,-23.566531,-46.678616,sao paulo,SP
1443,-23.568269,-46.684508,sao paulo,SP
1444,-23.573236,-46.687527,sao paulo,SP
1445,-23.571038,-46.688068,sao paulo,SP
1446,-23.575584,-46.675499,sao paulo,SP
1447,-23.572787,-46.678886,sao paulo,SP
1448,-23.578238,-46.679823,sao paulo,SP
1449,-23.576117,-46.679957,sao paulo,SP
1450,-23.576453,-46.685185,sao paulo,SP
1451,-23.577436,-46.68699,sao paulo,SP
1452,-23.574996,-46.688879,sao paulo,SP
1453,-23.584059,-46.686376,sao paulo,SP
1454,-23.582377,-46.686703,sao paulo,SP
1455,-23.580554,-46.691121,sao paulo,SP
1456,-23.57684,-46.690987,sao paulo,SP
1457,-23.575238,-46.692704,sao paulo,SP
1472,-23.570544,-46.691297,sao paulo,SP
1489,-23.57665,-46.6874,sao paulo,SP
1501,-23.552469,-46.635485,sao paulo,SP
1502,-23.554606,-46.635493,sao paulo,SP
1503,-23.557709,-46.636769,sao paulo,SP
1504,-23.566861,-46.639505,sao paulo,SP
1505,-23.555268,-46.631825,sao paulo,SP
1506,-23.559559,-46.635032,sao paulo,SP
1507,-23.558146,-46.631766,sao paulo,SP
1508,-23.561424,-46.63583,sao paulo,SP
1509,-23.56701,-46.635798,sao paulo,SP
1510,-23.557602,-46.633615,sao paulo,SP
1511,-23.561457,-46.632948,sao paulo,SP
1512,-23.553717,-46.629499,sao paulo,SP
1513,-23.548914,-46.603845,sao paulo,SP
1514,-23.554378,-46.628338,sao paulo,SP
1516,-23.559073,-46.61548,sao paulo,SP
1517,-23.559613,-46.624003,sao paulo,SP
1518,-23.559209,-46.623187,sao paulo,SP
1519,-23.560926,-46.624757,sao paulo,SP
1520,-23.559378,-46.620164,sao paulo,SP
1521,-23.561174,-46.621509,sao paulo,SP
1522,-23.55992,-46.615982,sao paulo,SP
1523,-23.564203,-46.616897,sao paulo,SP
1524,-23.567783,-46.613401,sao paulo,SP
1525,-23.564029,-46.634954,sao paulo,SP
1526,-23.565952,-46.630944,sao paulo,SP
1527,-23.562439,-46.629192,sao paulo,SP
1528,-23.56477,-46.627166,sao paulo,SP
1529,-23.568439,-46.634555,sao paulo,SP
1530,-23.568944,-46.630089,sao paulo,SP
1531,-23.570761,-46.632425,sao paulo,SP
1532,-23.570534,-46.636112,sao paulo,SP
1533,-23.571168,-46.638365,sao paulo,SP
1534,-23.567544,-46.626085,sao paulo,SP
1535,-23.572433,-46.625241,sao paulo,SP
1536,-23.569032,-46.623436,sao paulo,SP
1537,-23.574423,-46.623137,sao paulo,SP
1538,-23.576313,-46.623629,sao paulo,SP
1539,-23.571153,-46.620436,sao paulo,SP
1540,-23.565851,-46.622582,sao paulo,SP
1541,-23.569253,-46.618617,sao paulo,SP
1542,-23.571066,-46.62406,sao paulo,SP
1543,-23.573721,-46.623872,sao paulo,SP
1544,-23.577255,-46.621632,sao paulo,SP
1545,-23.580974,-46.61831,sao paulo,SP
1546,-23.579039,-46.621956,sao paulo,SP
1547,-23.582994,-46.621127,sao paulo,SP
1548,-23.576927,-46.613421,sao paulo,SP
1549,-23.576318,-46.615587,sao paulo,SP
1550,-23.573057,-46.616151,sao paulo,SP
1551,-23.572738,-46.61268,sao paulo,SP
1552,-23.569491,-46.611322,sao paulo,SP
1553,-23.574488,-46.609198,sao paulo,SP
2009,-23.515799,-46.641139,sao paulo,SP
2010,-23.510562,-46.626355,sao paulo,SP
2011,-23.504385,-46.626621,sao paulo,SP
2012,-23.513066,-46.631968,sao paulo,SP
2013,-23.502206,-46.633115,sao paulo,SP
2016,-23.503985,-46.625672,sao paulo,SP
2017,-23.500743,-46.634695,sao paulo,SP
2018,-23.495704,-46.629707,sao paulo,SP
2019,-23.498263,-46.629652,sao paulo,SP
2020,-23.496469,-46.633293,sao paulo,SP
2021,-23.498309,-46.635886,sao paulo,SP
2022,-23.504074,-46.637671,sao paulo,SP
2028,-23.508703,-46.618337,sao paulo,SP
2029,-23.509362,-46.619344,sao paulo,SP
2030,-23.505871,-46.624683,sao paulo,SP
2031,-23.510063,-46.625778,sao paulo,SP
2032,-23.511068,-46.62385,sao paulo,SP
2033,-23.4999,-46.61505,sao paulo,SP
2034,-23.504073,-46.624144,sao paulo,SP
2035,-23.496211,-46.622825,sao paulo,SP
2036,-23.501744,-46.620803,sao paulo,SP
2037,-23.499718,-46.620555,sao paulo,SP
2038,-23.495238,-46.624162,sao paulo,SP
2039,-23.493025,-46.621603,sao paulo,SP
2040,-23.48966,-46.622572,sao paulo,SP
2041,-23.490626,-46.62308,sao paulo,SP
2042,-23.494234,-46.616377,sao paulo,SP
2043,-23.489943,-46.616124,sao paulo,SP
2044,-23.495725,-46.618788,sao paulo,SP
2045,-23.496146,-46.616403,sao paulo,SP
2046,-23.49228,-46.611769,sao paulo,SP
2047,-23.517216,-46.618674,sao paulo,SP
2049,-23.514167,-46.617366,sao paulo,SP
2050,-23.517344,-46.612135,sao paulo,SP
2051,-23.509988,-46.607764,sao paulo,SP
2052,-23.512974,-46.607784,sao paulo,SP
2053,-23.513228,-46.602793,sao paulo,SP
2054,-23.517196,-46.606699,sao paulo,SP
2055,-23.51403,-46.607126,sao paulo,SP
2056,-23.512302,-46.602788,sao paulo,SP
2060,-23.519005,-46.602861,sao paulo,SP
2064,-23.517677,-46.597965,sao paulo,SP
2065,-23.507711,-46.605369,sao paulo,SP
2066,-23.508643,-46.605296,sao paulo,SP
2067,-23.50672,-46.603653,sao paulo,SP
2068,-23.505133,-46.612375,sao paulo,SP
2069,-23.505534,-46.613928,sao paulo,SP
2071,-23.504279,-46.606428,sao paulo,SP
2072,-23.500165,-46.604055,sao paulo,SP
2073,-23.501832,-46.607134,sao paulo,SP
2074,-23.50522,-46.600448,sao paulo,SP
2075,-23.505454,-46.602327,sao paulo,SP
2076,-23.504661,-46.599098,sao paulo,SP
2077,-23.502316,-46.597294,sao paulo,SP
2078,-23.502248,-46.59561,sao paulo,SP
2079,-23.499288,-46.605785,sao paulo,SP
2080,-23.49767,-46.605362,sao paulo,SP
2081,-23.495841,-46.604699,sao paulo,SP
2082,-23.494597,-46.607167,sao paulo,SP
2083,-23.495321,-46.597936,sao paulo,SP
2084,-23.497275,-46.599743,sao paulo,SP
2085,-23.497953,-46.612968,sao paulo,SP
2088,-23.50424,-46.620742,sao paulo,SP
2089,-23.517094,-46.616673,sao paulo,SP
2110,-23.519097,-46.595539,sao paulo,SP
2111,-23.517643,-46.592757,sao paulo,SP
2112,-23.517449,-46.590451,sao paulo,SP
2113,-23.51772,-46.589227,sao paulo,SP
2114,-23.522318,-46.590615,sao paulo,SP
2115,-23.52659,-46.591693,sao paulo,SP
2116,-23.520111,-46.58524,sao paulo,SP
2117,-23.518655,-46.59366,sao paulo,SP
2118,-23.515007,-46.592775,sao paulo,SP
2119,-23.512208,-46.592639,sao paulo,SP
2120,-23.510824,-46.593886,sao paulo,SP
2121,-23.512229,-46.589683,sao paulo,SP
2122,-23.511966,-46.583864,sao paulo,SP
2123,-23.511838,-46.579442,sao paulo,SP
2124,-23.506977,-46.577121,sao paulo,SP
2125,-23.50984,-46.586803,sao paulo,SP
2126,-23.506898,-46.591751,sao paulo,SP
2127,-23.505598,-46.587266,sao paulo,SP
2128,-23.50502,-46.593943,sao paulo,SP
2129,-23.503719,-46.588291,sao paulo,SP
2130,-23.508467,-46.583564,sao paulo,SP
2131,-23.504329,-46.582509,sao paulo,SP
2132,-23.501321,-46.577657,sao paulo,SP
2133,-23.499081,-46.584725,sao paulo,SP
2134,-23.498613,-46.579786,sao paulo,SP
2135,-23.497932,-46.584612,sao paulo,SP
2136,-23.498754,-46.582377,sao paulo,SP
2137,-23.497953,-46.576119,sao paulo,SP
2138,-23.493464,-46.574517,sao paulo,SP
2139,-23.490468,-46.57353,sao paulo,SP
2141,-23.488987,-46.570653,sao paulo,SP
2142,-23.510199,-46.576718,sao paulo,SP
2143,-23.507217,-46.574967,sao paulo,SP
2144,-23.503696,-46.570756,sao paulo,SP
2145,-23.502357,-46.566259,sao paulo,SP
2146,-23.500957,-46.570882,sao paulo,SP
2147,-23.498362,-46.565167,sao paulo,SP
2150,-23.494035,-46.568633,sao paulo,SP
2151,-23.496963,-46.569553,sao paulo,SP
2152,-23.497361,-46.572232,sao paulo,SP
2161,-23.490165,-46.569284,sao paulo,SP
2162,-23.490653,-46.562831,sao paulo,SP
2166,-23.525209,-46.584022,sao paulo,SP
2167,-23.522696,-46.58162,sao paulo,SP
2168,-23.520606,-46.579503,sao paulo,SP
2169,-23.549585,-46.6203,sao paulo,SP
2170,-23.525644,-46.577013,sao paulo,SP
2174,-23.522924,-46.572425,sao paulo,SP
2175,-23.515887,-46.574892,sao paulo,SP
2176,-23.513599,-46.573065,sao paulo,SP
2177,-23.508734,-46.55853,sao paulo,SP
2178,-23.521665,-46.570524,sao paulo,SP
2179,-23.52041,-46.568235,sao paulo,SP
2180,-23.519211,-46.565956,sao paulo,SP
2181,-23.518687,-46.561021,sao paulo,SP
2185,-23.514699,-46.567486,sao paulo,SP
2186,-23.514056,-46.56906,sao paulo,SP
2187,-23.515871,-46.56491,sao paulo,SP
2188,-23.509466,-46.566982,sao paulo,SP
2189,-23.507787,-46.567468,sao paulo,SP
2190,-23.507148,-46.563973,sao paulo,SP
2201,-23.486229,-46.592006,sao paulo,SP
2202,-23.493049,-46.594815,sao paulo,SP
2203,-23.491871,-46.591348,sao paulo,SP
2204,-23.487411,-46.592162,sao paulo,SP
2205,-23.487988,-46.591194,sao paulo,SP
2206,-23.484621,-46.594045,sao paulo,SP
2207,-23.485985,-46.588189,sao paulo,SP
2208,-23.483016,-46.589519,sao paulo,SP
2209,-23.485126,-46.585378,sao paulo,SP
2210,-23.48256,-46.582102,sao paulo,SP
2211,-23.497399,-46.593605,sao paulo,SP
2212,-23.495647,-46.589259,sao paulo,SP
2213,-23.496166,-46.588126,sao paulo,SP
2214,-23.492851,-46.586798,sao paulo,SP
2215,-23.490759,-46.583369,sao paulo,SP
2216,-23.493058,-46.579784,sao paulo,SP
2217,-23.490354,-46.580176,sao paulo,SP
2218,-23.486787,-46.584808,sao paulo,SP
2219,-23.490777,-46.585927,sao paulo,SP
2220,-23.489761,-46.577677,sao paulo,SP
2221,-23.481506,-46.58142,sao paulo,SP
2222,-23.482556,-46.575586,sao paulo,SP
2223,-23.481637,-46.580167,sao paulo,SP
2224,-23.484505,-46.573774,sao paulo,SP
2225,-23.482722,-46.575107,sao paulo,SP
2226,-23.48013,-46.573622,sao paulo,SP
2227,-23.478725,-46.572374,sao paulo,SP
2228,-23.475496,-46.571542,sao paulo,SP
2229,-23.476573,-46.56882,sao paulo,SP
2230,-23.483775,-46.563659,sao paulo,SP
2231,-23.476876,-46.565263,sao paulo,SP
2232,-23.475701,-46.563973,sao paulo,SP
2233,-23.477656,-46.564577,sao paulo,SP
2234,-23.478539,-46.569545,sao paulo,SP
2235,-23.479333,-46.57594,sao paulo,SP
2236,-23.472603,-46.56816,sao paulo,SP
2237,-23.513121,-46.586472,sao paulo,SP
2238,-23.471205,-46.571583,sao paulo,SP
2239,-23.485303,-46.60906,sao paulo,SP
2240,-23.477886,-46.602212,sao paulo,SP
2241,-23.490669,-46.607439,sao paulo,SP
2242,-23.487615,-46.603991,sao paulo,SP
2243,-23.491618,-46.603869,sao paulo,SP
2244,-23.488515,-46.604866,sao paulo,SP
2245,-23.484777,-46.606594,sao paulo,SP
2246,-23.488712,-46.601687,sao paulo,SP
2247,-23.486067,-46.601242,sao paulo,SP
2248,-23.483179,-46.599433,sao paulo,SP
2249,-23.488876,-46.597089,sao paulo,SP
2250,-23.486517,-46.596216,sao paulo,SP
2251,-23.477521,-46.59034,sao paulo,SP
2252,-23.478744,-46.588317,sao paulo,SP
2253,-23.479354,-46.5955,sao paulo,SP
2254,-23.481247,-46.593405,sao paulo,SP
2255,-23.476901,-46.591938,sao paulo,SP
2256,-23.475325,-46.587214,sao paulo,SP
2257,-23.472896,-46.583177,sao paulo,SP
2258,-23.475983,-46.581905,sao paulo,SP
2259,-23.471753,-46.580965,sao paulo,SP
2260,-23.469197,-46.579609,sao paulo,SP
2261,-23.467505,-46.577296,sao paulo,SP
2262,-23.465516,-46.574829,sao paulo,SP
2263,-23.463478,-46.575808,sao paulo,SP
2264,-23.462336,-46.576559,sao paulo,SP
2265,-23.474254,-46.592025,sao paulo,SP
2266,-23.477149,-46.598187,sao paulo,SP
2267,-23.478737,-46.600736,sao paulo,SP
2268,-23.469811,-46.594889,sao paulo,SP
2269,-23.47208,-46.595977,sao paulo,SP
2270,-23.472488,-46.59304,sao paulo,SP
2271,-23.469699,-46.58996,sao paulo,SP
2272,-23.469254,-46.58668,sao paulo,SP
2273,-23.463514,-46.586237,sao paulo,SP
2274,-23.467052,-46.587921,sao paulo,SP
2275,-23.4657,-46.590269,sao paulo,SP
2276,-23.461193,-46.584098,sao paulo,SP
2277,-23.463674,-46.581783,sao paulo,SP
2278,-23.462797,-46.579625,sao paulo,SP
2279,-23.466873,-46.580002,sao paulo,SP
2280,-23.455896,-46.575162,sao paulo,SP
2281,-23.451987,-46.575105,sao paulo,SP
2282,-23.443067,-46.567775,sao paulo,SP
2284,-23.469703,-46.568683,sao paulo,SP
2286,-23.408587,-46.579603,sao paulo,SP
2288,-23.433726,-46.570858,sao paulo,SP
2289,-23.418498,-46.582688,sao paulo,SP
2290,-23.600462,-46.655318,sao paulo,SP
2301,-23.488664,-46.615019,sao paulo,SP
2302,-23.486037,-46.614011,sao paulo,SP
2303,-23.48201,-46.610501,sao paulo,SP
2304,-23.480824,-46.605459,sao paulo,SP
2305,-23.480094,-46.606765,sao paulo,SP
2306,-23.463369,-46.603478,sao paulo,SP
2307,-23.480891,-46.607277,sao paulo,SP
2308,-23.476418,-46.60421,sao paulo,SP
2309,-23.475673,-46.604735,sao paulo,SP
2310,-23.472815,-46.600729,sao paulo,SP
2311,-23.469123,-46.60168,sao paulo,SP
2312,-23.464805,-46.598712,sao paulo,SP
2313,-23.463955,-46.5999,sao paulo,SP
2314,-23.462064,-46.599348,sao paulo,SP
2315,-23.459996,-46.59975,sao paulo,SP
2316,-23.462266,-46.59384,sao paulo,SP
2317,-23.458119,-46.593167,sao paulo,SP
2318,-23.450859,-46.590111,sao paulo,SP
2319,-23.449721,-46.593364,sao paulo,SP
2320,-23.45135,-46.598424,sao paulo,SP
2321,-23.447202,-46.588978,sao paulo,SP
2322,-23.445706,-46.593699,sao paulo,SP
2323,-23.456325,-46.601097,sao paulo,SP
2324,-23.477956,-46.598477,sao paulo,SP
2325,-23.453537,-46.586041,sao paulo,SP
2326,-23.472218,-46.602473,sao paulo,SP
2327,-23.44721,-46.566678,sao paulo,SP
2328,-23.518916,-46.597307,sao paulo,SP
2329,-23.483603,-46.606677,sao paulo,SP
2330,-23.485554,-46.617491,sao paulo,SP
2331,-23.483924,-46.616226,sao paulo,SP
2332,-23.482714,-46.621553,sao paulo,SP
2333,-23.48067,-46.621377,sao paulo,SP
2334,-23.483995,-46.619584,sao paulo,SP
2335,-23.483363,-46.617055,sao paulo,SP
2336,-23.481298,-46.61694,sao paulo,SP
2337,-23.478705,-46.614513,sao paulo,SP
2338,-23.475499,-46.618127,sao paulo,SP
2339,-23.477589,-46.615247,sao paulo,SP
2340,-23.459605,-46.615713,sao paulo,SP
2341,-23.465236,-46.615476,sao paulo,SP
2342,-23.473837,-46.610594,sao paulo,SP
2343,-23.468574,-46.605456,sao paulo,SP
2344,-23.469312,-46.610305,sao paulo,SP
2345,-23.468844,-46.61524,sao paulo,SP
2346,-23.471228,-46.608231,sao paulo,SP
2347,-23.464037,-46.607255,sao paulo,SP
2348,-23.460536,-46.611074,sao paulo,SP
2349,-23.459791,-46.604441,sao paulo,SP
2350,-23.460724,-46.601605,sao paulo,SP
2351,-23.454944,-46.599708,sao paulo,SP
2352,-23.454383,-46.596241,sao paulo,SP
2353,-23.452629,-46.605345,sao paulo,SP
2354,-23.455026,-46.604313,sao paulo,SP
2355,-23.454707,-46.611404,sao paulo,SP
2356,-23.450974,-46.612181,sao paulo,SP
2357,-23.447431,-46.613963,sao paulo,SP
2358,-23.454447,-46.608758,sao paulo,SP
2359,-23.445882,-46.61923,sao paulo,SP
2360,-23.436842,-46.577744,sao paulo,SP
2361,-23.436664,-46.58149,sao paulo,SP
2362,-23.479235,-46.579633,sao paulo,SP
2363,-23.432328,-46.57609,sao paulo,SP
2364,-23.433947,-46.581073,sao paulo,SP
2365,-23.4457,-46.581886,sao paulo,SP
2366,-23.467733,-46.610545,sao paulo,SP
2367,-23.46227,-46.593804,sao paulo,SP
2368,-23.403836,-46.578095,sao paulo,SP
2370,-23.462827,-46.621805,sao paulo,SP
2371,-23.459015,-46.618677,sao paulo,SP
